id,conference_id,talk_id,label,params
1102,11,1102,presentation_method,154
1103,11,1103,presentation_method,154
1104,11,1104,presentation_method,155
1105,11,1105,presentation_method,154
1106,11,1106,presentation_method,154
1107,11,1107,presentation_method,155
1108,11,1108,presentation_method,154
1109,11,1109,presentation_method,154
1110,11,1110,presentation_method,155
1111,11,1111,presentation_method,154
1112,11,1112,presentation_method,154
1113,11,1113,presentation_method,155
1114,11,1114,presentation_method,154
1115,11,1115,presentation_method,154
1116,11,1116,presentation_method,155
1117,11,1117,presentation_method,154
1118,11,1118,presentation_method,154
1119,11,1119,presentation_method,155
1120,11,1120,presentation_method,154
1121,11,1121,presentation_method,154
1131,11,1131,presentation_method,154
1132,11,1132,presentation_method,155
